ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTO;LOCALIZAÇÃO;DISPONÍVEL
2019;OUT;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2019;JUL;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2019;AGO;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2019;NOV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;DEZ;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;SET;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;OUT;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;MAR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;ABR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;JAN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;FEV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;MAR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;ABR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;JAN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;FEV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;JUL;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;AGO;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2019;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1923,29039
2019;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2016,23831
2019;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1553,13809
2019;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2004,84665
2019;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2614,06514
2019;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2292,19623
2019;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2032,01998
2019;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2552,02284
2019;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1771,3537
2019;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2019;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;338073,7459
2019;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;380846,1585
2019;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;853726,7093
2019;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;371563,7539
2019;JUN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;342779,8259
2019;JUL;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;354294,7326
2019;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;358275,7044
2019;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;379269,2631
2019;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;730354,1482
2019;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;848864,9069
2019;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;750688,2648
2019;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;838108,1079
2019;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;887594,6985
2019;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;818171,9921
2019;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;862465,4299
2019;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;855467,3316
2019;AGO;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;360460,3051
2019;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;NOV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;DEZ;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;NOV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;313360,2549
2019;DEZ;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;330159,5953
2019;SET;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;336160,5202
2019;OUT;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;MAR;334811,393
2019;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;JAN;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;MAR;0
2019;MAI;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;116501,2398
2019;JUN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;45097,38824
2019;MAR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;86033,93481
2019;ABR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;89079,12691
2019;SET;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;135182,8658
2019;OUT;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;138485,4584
2019;JUL;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;71050,47773
2019;AGO;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;138649,9958
2019;SET;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;10012,06274
2019;OUT;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;9019,89276
2019;JUL;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;10743,31435
2019;AGO;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;11284,8019
2019;JAN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;77274,9325
2019;FEV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;123800,4046
2019;NOV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;7773,35706
2019;DEZ;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;9973,20178
2019;NOV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;133238,2075
2019;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;152925,0941
2019;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;173939,4162
2019;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;158683,3061
2019;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;167820,3999
2019;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;696868,0887
2019;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;802896,2129
2019;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;159897,1595
2019;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;MAR;859365,338
2019;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;142416,7484
2019;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;188129,3017
2019;DEZ;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;MAR;137060,1986
2019;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;215886,6686
2019;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;169765,6553
2019;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;150572,618
2019;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;165910,7187
2019;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;MAR;166104,2863
2019;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;8556,61494
2019;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;8700,89226
2019;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;9466,3638
2019;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;10167,08958
2019;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;8226,48777
2019;JAN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;31503,58335
2019;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;8136,86706
2019;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;7518,84446
2019;DEZ;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1780,42654
2019;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;8574,65105
2019;OUT;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1846,85165
2019;NOV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1627,93942
2019;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;6609,27741
2019;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;8050,33134
2019;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;9155,68919
2019;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;TERRA;7953,86943
2019;FEV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;27110,62725
2019;JAN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3318,91888
2019;FEV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3182,34125
2019;NOV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;19550,40565
2019;DEZ;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;23317,12353
2019;MAI;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3558,19727
2019;JUN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3508,05602
2019;MAR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3612,4515
2019;ABR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3351,72348
2019;MAI;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;26625,51628
2019;JUN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;24021,22749
2019;MAR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;29308,56399
2019;ABR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;26669,25041
2019;SET;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;20044,85474
2019;OUT;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;19302,39498
2019;JUL;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;24609,89414
2019;AGO;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;TERRA;22660,55898
2019;NOV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;222423,0924
2019;DEZ;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;221379,8445
2019;SET;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;203888,3795
2019;OUT;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;217342,5174
2019;MAR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;78,13619
2019;ABR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;1701,82299
2019;JAN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;43225,42274
2019;FEV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;3227,47098
2019;MAR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;194696,8656
2019;ABR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;190885,0976
2019;JAN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;188204,3057
2019;FEV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;170901,9219
2019;JUL;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;211538,8922
2019;AGO;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;215060,5543
2019;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;196704,0484
2019;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;TERRA;192083,0065
2019;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;969,1987
2019;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1879,84806
2019;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1903,52549
2019;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1459,79226
2019;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1728,35031
2019;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1377,44768
2019;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1767,71978
2019;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1611,08513
2019;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1444,17782
2019;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;192844,1758
2019;SET;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;216902,4193
2019;JUN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;59187,48315
2019;JUL;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;169772,9745
2019;DEZ;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;223081,4433
2019;JAN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;TERRA;-1784,45791
2019;OUT;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;232675,1076
2019;NOV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;TERRA;236848,8861
2019;FEV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;MAR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;JAN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;JUN;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;JUL;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;ABR;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;MAI;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;SET;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;AGO;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;JUL;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;AGO;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;MAI;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;JUN;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;NOV;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;DEZ;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;SET;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;OUT;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;NOV;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;DEZ;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;SET;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;OUT;REGIÃO SUDESTE;SÃO PAULO;GÁS NATURAL;TERRA;0
2019;MAR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;ABR;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;JAN;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;FEV;REGIÃO SUL;PARANÁ;GÁS NATURAL;TERRA;0
2019;MAI;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;38754,96065
2019;JUN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;35737,12051
2019;MAR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;42677,46206
2019;ABR;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;36885,32152
2019;SET;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;41461,32286
2019;OUT;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;41713,98025
2019;JUL;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;37530,05595
2019;AGO;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;38695,3718
2019;SET;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-1546,7423
2019;OUT;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3514,53159
2019;JUL;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3491,71507
2019;AGO;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;95,56846
2019;JAN;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;41364,70974
2019;FEV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;39086,22546
2019;NOV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3658,38738
2019;DEZ;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;TERRA;-3623,83804
2019;NOV;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;38516,04313
2019;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-502,88207
2019;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-787,28362
2019;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1523,52936
2019;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1409,27106
2019;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1574,23936
2019;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;GÁS NATURAL;TERRA;0
2019;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1290,68243
2019;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1625,35965
2019;DEZ;REGIÃO NORDESTE;BAHIA;GÁS NATURAL;TERRA;41787,77725
2019;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1885,5451
2019;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1645,59251
2019;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1376,22229
2019;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1451,38245
2019;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;GÁS NATURAL;TERRA;-1826,61552
2020;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;6950,52867
2020;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;5513,59499
2020;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;6739,86256
2020;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;7022,21128
2020;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;6081,29297
2020;JAN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2020;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;5421,2499
2020;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;6105,53523
2020;DEZ;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;0
2020;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;8943,57395
2020;OUT;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;0
2020;NOV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;0
2020;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;4626,44732
2020;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;6430,75796
2020;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;8151,07552
2020;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;GÁS NATURAL;MAR;8450,71704
2020;FEV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2020;JAN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;12495,86457
2020;FEV;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;14136,74612
2020;NOV;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;5275,97525
2020;DEZ;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;4555,15986
2020;MAI;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;0
2020;JUN;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;0
2020;MAR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;13345,20078
2020;ABR;REGIÃO NORDESTE;SERGIPE;GÁS NATURAL;MAR;-0,00011
2020;MAI;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;1243,96895
2020;JUN;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6405,08617
2020;MAR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2020;ABR;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;0
2020;SET;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;5669,47756
2020;OUT;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;5821,2145
2020;JUL;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;6225,45671
2020;AGO;REGIÃO NORDESTE;ALAGOAS;GÁS NATURAL;MAR;5689,64315
2020;NOV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;DEZ;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;SET;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;OUT;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;MAR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2020;ABR;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2020;JAN;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2020;FEV;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2020;MAR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;ABR;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;JAN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;FEV;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;JUL;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;AGO;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;MAI;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;JUN;REGIÃO NORTE;AMAZONAS;GÁS NATURAL;MAR;0
2020;MAI;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
2020;ABR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;0
2020;MAI;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;0
2020;FEV;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;2153,54486
2020;MAR;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;1914,78977
2020;AGO;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;0
2020;SET;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;0
2020;JUN;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;0
2020;JUL;REGIÃO NORDESTE;CEARÁ;GÁS NATURAL;MAR;0
2020;AGO;REGIÃO NORDESTE;MARANHÃO;GÁS NATURAL;MAR;0
